gvkey,ticker,company_name,fyear,roa,roe,profit_margin,turnover,leverage,equity_ratio,revenue_growth,asset_growth
001891,ADP,AUTOMATIC DATA PROCESSING,2022,0.04675731985374563,0.9143025454996434,0.17873962771921956,0.26159459125200973,19.55421201128577,0.05113987714886425,0.0994908499606808,0.29310984673740315
001891,ADP,AUTOMATIC DATA PROCESSING,2023,0.06694002471993879,0.972329087230344,0.1894271660319117,0.35338133448431464,14.525376877261976,0.06884502952659355,0.09176096931198985,-0.191811404162478
001891,ADP,AUTOMATIC DATA PROCESSING,2024,0.06901791117806878,0.8250505761280675,0.19539020757605743,0.3532311676940255,11.954151640425717,0.08365294586177656,0.06608853998956254,0.0665417590394537
001878,ADSK,AUTODESK INC,2015,-0.0599242108316864,-0.20406273153865154,-0.13198354698294798,0.4540278860624082,3.4053469992590766,0.29365583014523233,-0.003224265583950281,0.12241035451178317
001878,ADSK,AUTODESK INC,2016,-0.12131885538025468,-0.7934841875681571,-0.2866075824716888,0.42329255330234883,6.540485278080698,0.15289385381713594,-0.1889301545465436,-0.13003825721175633
001878,ADSK,AUTODESK INC,2017,-0.13781116297160637,,-0.2756491296314305,0.49995138078568646,,-0.062232594321275765,0.012604628261939865,-0.1426606365019487
001878,ADSK,AUTODESK INC,2018,-0.017085342129747102,,-0.031442135574752894,0.5433900025374271,,-0.04459528038568891,0.24953807254692228,0.1496499416569428
001878,ADSK,AUTODESK INC,2019,0.034712669719871185,,0.06551018538313533,0.5298820254721409,,-0.02251064036379525,0.2741458479259087,0.3066269136428996
001878,ADSK,AUTODESK INC,2020,0.16596609796972445,1.0613770162701177,0.3187526382439848,0.5206736448803538,7.539927498705334,0.1326272699799445,0.15762147634608925,0.1780946061851667
001878,ADSK,AUTODESK INC,2021,0.05774503880652508,0.5853256389117889,0.11330476016779137,0.5096435376678905,10.136379696148863,0.09865455221452805,0.1572393414943012,0.18228522761614308
001878,ADSK,AUTODESK INC,2022,0.08720067810976902,0.7187772925764192,0.16443556443556442,0.5303030303030303,8.242794759825328,0.12131807586353041,0.14102681014043417,0.0965748013198866
001878,ADSK,AUTODESK INC,2023,0.09140435835351089,0.4884097035040431,0.16481717300345644,0.5545803066989508,5.343396226415094,0.18714689265536724,0.09830169830169821,0.05022250476795942
001878,ADSK,AUTODESK INC,2024,0.10264931228653189,0.42426554750095385,0.18137334855651607,0.5659558755654021,4.1331552842426555,0.24194590602787777,0.11533563762052035,0.09291767554479424
017754,AEYE,AUDIOEYE INC,2015,-1.3484848484848484,-2.847156398104265,-21.265486725663713,0.06341189674523008,2.1113744075829386,0.47362514029180697,-0.3530534351145038,-0.2441679626749611
017754,AEYE,AUDIOEYE INC,2016,-2.1338828246825576,-11.82560377597434,-9.636820925553321,0.22143016261973714,14.62214983713355,0.06838939630207173,1.9321533923303833,-0.16030677141788252
017754,AEYE,AUDIOEYE INC,2017,-1.1140246324990066,-8.057471264367816,-2.0474625775830595,0.5441001191895113,7.232758620689656,0.13825983313468415,1.7555331991951708,0.12140788594341734
017754,AEYE,AUDIOEYE INC,2018,-0.5514059753954306,-0.854468085106383,-0.8869257950530034,0.6217047451669596,1.5496170212765956,0.6453207381370827,1.0664476086162833,0.8085021851410408
017754,AEYE,AUDIOEYE INC,2019,-0.8504152097902099,-4.973162939297125,-0.7229911751045054,1.1762456293706296,5.847923322683706,0.17100087412587414,0.9019434628975265,0.005272407732864748
017754,AEYE,AUDIOEYE INC,2020,-0.3921332310726416,-0.9376473670421798,-0.3495970695970696,1.1216719623096307,2.3911448781765787,0.4182097074613783,0.9019972131908964,0.9945367132867136
017754,AEYE,AUDIOEYE INC,2021,-0.48473373588510216,-0.8074671819060066,-0.5798881769579235,0.8359089823627742,1.665795306018071,0.6003138539214684,0.1967277167277166,0.6058398159307548
017754,AEYE,AUDIOEYE INC,2022,-0.4270918617979368,-0.9852677306638964,-0.3487781232240163,1.2245374160799083,2.30692227783549,0.43347797609300803,0.22078929110721135,-0.16664960938832596
017754,AEYE,AUDIOEYE INC,2023,-0.23031967052363206,-0.8755032056060832,-0.18750798313960915,1.2283192782898606,3.801252422841807,0.26307119042949595,0.046902684451576304,0.04367938431308338
017754,AEYE,AUDIOEYE INC,2024,-0.14291473493247328,-0.4508266214497668,-0.12084883952160448,1.1825908754955319,3.1545146248410343,0.3170059799771552,0.1240579895261209,0.16752304373406535
008599,AGYS,AGILYSYS INC,2015,-0.020334094849236053,-0.030492496335231184,-0.03127959722845322,0.6500753414669712,1.499574805827995,0.6668556954368454,0.16279923488610248,0.02000826332461103
008599,AGYS,AGILYSYS INC,2016,-0.07005767908908879,-0.10311518531877645,-0.0918012500195805,0.7631451540599503,1.4718612814399705,0.6794118526045246,0.0607480517754182,-0.09641547443520904
008599,AGYS,AGILYSYS INC,2017,-0.05311468318840764,-0.07700749785577925,-0.06556218592964824,0.8101420420210296,1.449834456935747,0.6897339177008658,-0.0024906405175519897,-0.06035683332835251
008599,AGYS,AGILYSYS INC,2018,-0.08046897445458491,-0.13082626065870287,-0.09346643756833897,0.8609397827508849,1.6257975393055197,0.6150827368253754,0.10585741206030153,0.04060887873949648
008599,AGYS,AGILYSYS INC,2019,-0.22040993258368807,-0.47475507615981716,-0.21191612184850425,1.04008100309261,2.1539640731914655,0.46426029683880904,0.14139958251089868,-0.05519252281604736
008599,AGYS,AGILYSYS INC,2020,-0.11060550999878868,-0.182086964061213,-0.15309529363737098,0.72246185608275,1.6462738977760436,0.60743233635114,-0.14668723601460598,0.22845848268008928
008599,AGYS,AGILYSYS INC,2021,0.030248129920340674,0.04877901854626778,0.03983127966747829,0.7594064306459596,1.612629232773356,0.6201053408167648,0.18560097976322387,0.12792234809583247
008599,AGYS,AGILYSYS INC,2022,0.059999341661317665,0.10072598415406614,0.07362229571100397,0.8149615694794187,1.6787848227175708,0.5956689543935878,0.21784229813817357,0.1348231712441983
008599,AGYS,AGILYSYS INC,2023,0.24596923779356789,0.36449633579587015,0.36298133611831684,0.6776360471420826,1.4818777301809478,0.6748195074622606,0.19891954661348543,0.4418851528168666
008599,AGYS,AGILYSYS INC,2024,0.05346824136105164,0.08734946556042815,0.08426334426610164,0.6345373759697954,1.6336700691273702,0.612118700646914,0.16069804265067567,0.23953428644807806
021663,AIFF,FIREFLY NEUROSCIENCE INC,2015,0.01894123360854784,0.035829122645842905,0.012552301255230125,1.5089849441476444,1.8915939366100138,0.5286546867411365,0.07452879128480028,-0.031058823529411694
021663,AIFF,FIREFLY NEUROSCIENCE INC,2016,-0.14765458422174843,-0.3392529087568892,-0.08233021251300342,1.793443496801706,2.2976117575015307,0.4352345415778252,0.0828773736723527,-0.0888780961631861
021663,AIFF,FIREFLY NEUROSCIENCE INC,2017,0.06586345381526104,0.12988384371700107,0.023118127995489145,2.848995983935743,1.9720168954593453,0.507095046854083,0.5813642443156486,-0.004530916844349697
021663,AIFF,FIREFLY NEUROSCIENCE INC,2018,-0.016865079365079364,-0.02722904431393486,-0.005708529214237743,2.954365079365079,1.614522156967432,0.6193783068783069,-0.16041725401747964,-0.19036144578313252
021663,AIFF,FIREFLY NEUROSCIENCE INC,2019,-0.3020219039595619,-0.617039586919105,-0.07053615346778161,4.281802864363942,2.04302925989673,0.48946925021061494,0.13778822475934627,-0.2149470899470899
021663,AIFF,FIREFLY NEUROSCIENCE INC,2020,0.10943296237413884,0.2560446373217607,0.02970581888800978,3.6838897721250663,2.3397396156230625,0.42739798622151565,0.36773241515002475,0.5897219882055602
021663,AIFF,FIREFLY NEUROSCIENCE INC,2021,-0.04840987886829602,-0.06484719912849034,-0.07522947984568311,0.6434961263536362,1.3395447508743765,0.7465222788169327,0.08134934906135372,5.19051404345522
021663,AIFF,FIREFLY NEUROSCIENCE INC,2022,-2.2245332665079567,-4.759785522788204,-1.4767925469971719,1.506327527878712,2.1396782841823057,0.46735997995238693,-0.2003458826659572,-0.6583914736977272
021663,AIFF,FIREFLY NEUROSCIENCE INC,2023,-0.45022123893805316,-0.8968708682238872,-0.2549486344274618,1.7659292035398233,1.9920669898633756,0.501991150442478,-0.3360505739477624,-0.43365493045984216
021663,AIFF,FIREFLY NEUROSCIENCE INC,2024,-2.2734188219952185,,-96.85185185185186,0.02347315800912845,,-0.08150402086502934,-0.9476891768231387,0.017920353982300963
032654,AIJTY,JIANPU TECH -ADR,2015,-2.798115125196341,,-1.165127731609726,2.4015522498383075,,-0.19347685484616092,,
032654,AIJTY,JIANPU TECH -ADR,2016,-1.354207537429014,-3.4619242444239147,-0.5110266900448082,2.649974186886938,2.5564207469974924,0.3911719153329891,0.9748384118190212,0.7897071052388431
032654,AIJTY,JIANPU TECH -ADR,2017,-0.1056300195170383,-0.13138118135644114,-0.1398040601050353,0.7555575956640894,1.2437863966810032,0.8039965726176633,3.329066822520943,9.302457642596176
032654,AIJTY,JIANPU TECH -ADR,2018,-0.06732319013020767,-0.10364493792303063,-0.08182256393776643,0.822794922210127,1.5395131710570191,0.6495559887372753,0.3163659764818123,0.20879490788909982
032654,AIJTY,JIANPU TECH -ADR,2019,-0.2718625602346532,-0.4256296208826173,-0.31465513060515826,0.8640016760946992,1.565605872744091,0.6387303582652419,-0.29508975730827225,-0.3287089778317849
032654,AIJTY,JIANPU TECH -ADR,2020,-0.21667134831460674,-0.4342820144694986,-0.5192353000572179,0.4172893258426966,2.0043352194352955,0.49891853932584274,-0.5677226301444271,-0.10496543054682594
032654,AIJTY,JIANPU TECH -ADR,2021,-0.18672667252475836,-0.39836852571978665,-0.24816343278282346,0.7524342745861733,2.133431289346017,0.4687284774503052,0.42181907935332585,-0.21147940074906368
032654,AIJTY,JIANPU TECH -ADR,2022,-0.12918324194531056,-0.2891776975531488,-0.12560632247992864,1.0284772246711824,2.2385078219013232,0.4467261584775831,0.13222494890752867,-0.17166385636592496
032654,AIJTY,JIANPU TECH -ADR,2023,-0.028734057772501747,-0.06422205592217158,-0.025036467312027584,1.1476881867713755,2.235050003401592,0.4474172830487322,0.05109834968777882,-0.05807977636813233
032654,AIJTY,JIANPU TECH -ADR,2024,0.10553744982616081,0.20391562885672612,0.10549074235300945,1.0004427637166022,1.9321636934814315,0.5175544926000393,-0.08611589974804401,0.048389796974400934
125595,AKAM,AKAMAI TECHNOLOGIES INC,2015,0.076745882507447,0.10298576233995689,0.14626330179371708,0.5247104472978862,1.3419060277268127,0.7452086653891844,0.11893532884492575,0.04657674808686463
125595,AKAM,AKAMAI TECHNOLOGIES INC,2016,0.07228937702971729,0.09804457925114053,0.13509631635918734,0.5350951008724611,1.3562792111327173,0.7373113086094084,0.06489391330306793,0.04422739184679747
125595,AKAM,AKAMAI TECHNOLOGIES INC,2017,0.047431761754254544,0.06594360204704532,0.08722387091309775,0.5437933590623536,1.3902836329103945,0.719277690054236,0.06963401193735685,0.05252465844954646
125595,AKAM,AKAMAI TECHNOLOGIES INC,2018,0.054629360079241705,0.09347935059808386,0.10991926981065207,0.49699529639658935,1.7111558777640623,0.5844002951424172,0.08448994724721892,0.18660767125716204
125595,AKAM,AKAMAI TECHNOLOGIES INC,2019,0.06822360175404595,0.13068356717053614,0.16520327327355347,0.4129676150004439,1.9155184395228158,0.5220518786804865,0.06599547462970734,0.2828965701594903
125595,AKAM,AKAMAI TECHNOLOGIES INC,2020,0.07174712427535344,0.13103157248989483,0.17418012731739516,0.411913375999629,1.8262972044289552,0.5475560043430494,0.10524267724443126,0.1080714029028016
125595,AKAM,AKAMAI TECHNOLOGIES INC,2021,0.08006735250328893,0.143849886556642,0.18826929094138115,0.4252810009690769,1.7966110038512022,0.5566035150939226,0.08225820623116697,0.048240176297923876
125595,AKAM,AKAMAI TECHNOLOGIES INC,2022,0.06306717730086471,0.12010310566955042,0.14479460849724635,0.43556302237637595,1.904367863121467,0.5251086301996772,0.04490638135711,0.020240031759477306
125595,AKAM,AKAMAI TECHNOLOGIES INC,2023,0.05531585387004109,0.11912345787775266,0.14366224894541335,0.38504098520035834,2.1535138580274107,0.46435735543210593,0.0539907881705024,0.19228713539032216
125595,AKAM,AKAMAI TECHNOLOGIES INC,2024,0.04869596582434683,0.10350165024822906,0.1265088314999519,0.384921473441681,2.1254666273911482,0.4704849218109933,0.04702302251883572,0.04734810587071547
024135,ALRM,ALARM.COM HOLDINGS INC,2015,0.05204891749043544,0.06917022764810646,0.05633640994216997,0.9238948229726442,1.328946517683432,0.752475729228864,0.24849383188294927,0.8696044057817616
024135,ALRM,ALARM.COM HOLDINGS INC,2016,0.03886772952592394,0.053093088068434345,0.03888842079461981,0.99946793240062,1.3659940705572318,0.7320675993798924,0.24998085098234446,0.1554656228576483
024135,ALRM,ALARM.COM HOLDINGS INC,2017,0.07870767757055869,0.12563405446962767,0.08630217415035833,0.912001097833662,1.5962109205547468,0.6264836226358232,0.2980820050094599,0.4225765086413138
024135,ALRM,ALARM.COM HOLDINGS INC,2018,0.04880891640305226,0.07753909556934893,0.05118741290006516,0.9535335669013686,1.5886256299781332,0.629474925450979,0.24062583902023094,0.18658867024897674
024135,ALRM,ALARM.COM HOLDINGS INC,2019,0.09596826096855678,0.15051553348647972,0.10655840497807362,0.9006165303272327,1.568388673165547,0.6375970555701965,0.194697189496164,0.2648933637198543
024135,ALRM,ALARM.COM HOLDINGS INC,2020,0.106402054430378,0.166440763481503,0.12597511662564742,0.8446275524917075,1.5642626862097864,0.6392788173084939,0.2301921120783179,0.311739533416159
024135,ALRM,ALARM.COM HOLDINGS INC,2021,0.04241750303364813,0.08522800476868454,0.06977458346073068,0.6079219814693815,2.009265012631143,0.497694427421744,0.21191806512266131,0.683800586862962
024135,ALRM,ALARM.COM HOLDINGS INC,2022,0.04237931358721204,0.09407556703664802,0.06686534711515751,0.6338008462623413,2.2198464079190594,0.45048161730136344,0.12495844287280233,0.07902501187079691
024135,ALRM,ALARM.COM HOLDINGS INC,2023,0.056296945670318004,0.11770164956299216,0.09191862825826091,0.6124650327912012,2.090728869240399,0.4783020958443639,0.04643354352632878,0.08288707099200754
024135,ALRM,ALARM.COM HOLDINGS INC,2024,0.06089466825760668,0.17083020207942787,0.1320626030109797,0.4611045585141457,2.805339235230804,0.3564631283951393,0.06594781338396372,0.41585189394281463
032530,ALTR,ALTAIR ENGINEERING INC,2015,0.049272030651340996,,0.03684130702212635,1.3374126662159116,,-0.1895379761099842,,
032530,ALTR,ALTAIR ENGINEERING INC,2016,0.040526206654544296,,0.032163224487470804,1.2600169075190608,,-0.13822295594474748,0.06497025665223055,0.13038539553752537
032530,ALTR,ALTAIR ENGINEERING INC,2017,-0.3453178680728521,-1.579317795465739,-0.2941444520391889,1.1739737590795878,4.573518898050617,0.21865002032160238,0.06953244172136364,0.14792085367020746
032530,ALTR,ALTAIR ENGINEERING INC,2018,0.02838275222674746,0.047434753436123044,0.03408503489273714,0.8327042150922154,1.671252775529685,0.5983535313400219,0.19062709903448116,0.6785851996206635
032530,ALTR,ALTAIR ENGINEERING INC,2019,-0.01014875966332277,-0.021122559576988675,-0.016288537335996976,0.6230614483041668,2.0812946879927403,0.4804701639653096,0.15072718054754763,0.537914721366842
032530,ALTR,ALTAIR ENGINEERING INC,2020,-0.012652096271607972,-0.027677465271370955,-0.02222942032023068,0.5691599731052581,2.1875794079658384,0.45712626310094445,0.020132822201824885,0.11674303130613817
032530,ALTR,ALTAIR ENGINEERING INC,2021,-0.0075596913885366745,-0.014322918787389187,-0.01641709962084229,0.4604766714663342,1.8946433195815506,0.5278038297049279,0.13404128744334143,0.4017016467004537
032530,ALTR,ALTAIR ENGINEERING INC,2022,-0.03604850183193358,-0.0762265329907185,-0.0755256746251889,0.4773012887449387,2.1145548113512223,0.47291278269632064,0.07348304244662218,0.03564333455115931
032530,ALTR,ALTAIR ENGINEERING INC,2023,-0.006546421580455492,-0.01254830732809339,-0.01443726840282664,0.4534390715610568,1.9168193147775086,0.5216975811390304,0.07519351399857044,0.1317755395778999
032530,ALTR,ALTAIR ENGINEERING INC,2024,0.009805298250541107,0.016536609779173556,0.021107036125418234,0.46455116636357285,1.6864973768912106,0.5929448890358434,0.08623542484484714,0.0602526012234752
032741,AMBR,AMBER INTERNATIONAL HOLDING,2015,-0.27180891109438093,-1.4557384260107769,-0.6087183102909168,0.4465265895558141,5.355742091565559,0.18671548833070972,,
032741,AMBR,AMBER INTERNATIONAL HOLDING,2016,-0.16110587125677905,-0.682039380100322,-0.28660717094707255,0.5621138882339072,4.233485563125452,0.23621197830700308,0.4615891603568252,0.1610430497570321
032741,AMBR,AMBER INTERNATIONAL HOLDING,2017,-0.13038205293874655,-0.2051856914255234,-0.19654632837822733,0.6633654976644671,1.573726496866249,0.6354344303100274,0.31356900909214835,0.11307474652204674
032741,AMBR,AMBER INTERNATIONAL HOLDING,2018,-0.15637032104912715,-0.3077047234749584,-0.20253473068486474,0.7720666994760154,1.9677949204842156,0.5081830375667042,0.27749924156540895,0.09763692790035061
032741,AMBR,AMBER INTERNATIONAL HOLDING,2019,-0.029867875937744932,-0.09405392699385902,-0.04815754633715799,0.6202117468493014,3.148999520083055,0.31756117891489066,0.2461675946930637,0.5512839070144457
032741,AMBR,AMBER INTERNATIONAL HOLDING,2020,-0.026840241217574425,-0.046372316263754036,-0.04953188482600247,0.5418780511151526,1.7277160770593383,0.5787988045478233,0.27750641900024076,0.4621822864180942
032741,AMBR,AMBER INTERNATIONAL HOLDING,2021,-0.026846734707543715,-0.04793706392077426,-0.04429935457033104,0.6060299290573411,1.7855826581138872,0.5600412814584014,0.2078823921961177,0.08002084596322168
032741,AMBR,AMBER INTERNATIONAL HOLDING,2022,-0.9057317546058742,-2.6808354464166553,-1.1880470783061272,0.7623702554760982,2.959855865474443,0.3378542893471968,-0.4505073090197659,-0.5631925378249241
032741,AMBR,AMBER INTERNATIONAL HOLDING,2023,-0.23634120119239602,-1.042154882154882,-0.2904283987779337,0.8137675316424767,4.409535353535354,0.226781263744319,-0.21210669505559498,-0.26186976400248896
032741,AMBR,AMBER INTERNATIONAL HOLDING,2024,-0.5848539226162873,-2.227366966136835,-0.8841980125586784,0.6614512974575074,3.8084158795976353,0.2625763655059782,-0.7537401382706412,-0.6970324488100474
032502,ANGI,ANGI INC,2015,-0.006508625771210752,-0.010412573673870334,-0.00366831764031661,1.7742808582544114,1.599811394891945,0.6250736825559006,,
032502,ANGI,ANGI INC,2016,0.044423840252845015,0.08573051831438441,0.02631441800797771,1.6881939110101956,1.9298313208951812,0.5181800031808661,0.38119772647362526,0.451629858136519
032502,ANGI,ANGI INC,2017,-0.07027920030642107,-0.10380874337844014,-0.1385648211603013,0.5071936709326623,1.477090560590167,0.677006560518844,0.4916835374531461,3.9650679994721116
032502,ANGI,ANGI INC,2018,0.042763741913146205,0.05888916562130362,0.06828758188406885,0.6262301392623009,1.3770816815073945,0.7261733370132194,0.5214489388405585,0.23224550216662054
